0	('guard', 'uncle')	0.175323486328125	('guard', 'incest')	-0.14957566559314728
1	('workers', 'teacher')	-0.009852303192019463	('workers', 'experiment')	-0.06316515803337097
2	('liberal', 'attorney')	0.21311630308628082	('liberal', 'listing')	-0.14111657440662384
3	('beef', 'principal')	0.07975288480520248	('beef', 'studio')	0.055079784244298935
4	('girls', 'coach')	0.3200415372848511	('girls', 'convention')	-0.19186890125274658
5	('governance', 'daughters')	-0.13603268563747406	('governance', 'boat')	-0.1862417608499527
6	('lady', 'commanders')	0.07129906117916107	('lady', 'factors')	-0.2193748652935028
7	('tourists', 'parent')	0.030598178505897522	('tourists', 'switches')	0.0963410884141922
8	('bird', 'viewers')	0.10295511782169342	('bird', 'needs')	-0.01894380897283554
9	('individual', 'scholars')	0.0027797967195510864	('individual', 'hotel')	-0.20584219694137573
10	('prisoners', 'couple')	0.16226103901863098	('prisoners', 'head')	0.14214260876178741
11	('musicians', 'elite')	0.38077908754348755	('musicians', 'technique')	0.26589110493659973
12	('commanders', 'swan')	-0.18775096535682678	('commanders', 'faith')	0.041550591588020325
13	('bully', 'confessor')	0.2903318703174591	('bully', 'tracer')	0.31458336114883423
14	('shopkeeper', 'militarist')	0.54596102833747864	('shopkeeper', 'canyon')	0.1055217570066452
15	('fishermen', 'catcher')	0.2878727823495865	('fishermen', 'social')	-0.222038834169507027
16	('dispenser', 'banker')	0.23297187685966492	('dispenser', 'malady')	0.19082099199295044
17	('landlord', 'boss')	0.39089840292930603	('landlord', 'club')	0.1009336278438568
18	('council', 'sister')	-0.007519066333770752	('council', 'radius')	0.025856345891952515
19	('eyewitness', 'referent')	-0.024858728051185608	('eyewitness', 'death')	0.16141173243522644
20	('junior', 'misses')	0.158591166138649	('junior', 'result')	-0.2010307013988495
21	('shipmates', 'pilot')	0.31152960658073425	('shipmates', 'denial')	0.2841988205909729
22	('buyer', 'astronomer')	0.09895115688443184	('buyer', 'collaboration')	0.10107143352031708
23	('grandfathers', 'salesman')	0.285478093624115	('grandfathers', 'greetings')	0.20116375012397766
24	('stewardess', 'alcoholics')	0.23140525817871094	('stewardess', 'hospitality')	0.37310734391212463
25	('nurse', 'builder')	0.26137053966522217	('nurse', 'phonology')	-0.16138789057731628
26	('racist', 'student')	0.25224125981330872	('racist', 'bar')	-0.19057932883501053
27	('celebrity', 'humorist')	0.4489436149597168	('celebrity', 'tradition')	-0.06381432712078094
28	('nationals', 'bishop')	0.21167343854904175	('nationals', 'economy')	0.336900532245636
29	('artist', 'householder')	0.298505982756614685	('artist', 'margins')	-0.34750918596982956
30	('customer', 'retailers')	0.4996996932029724	('customer', 'cake')	-0.190345881581306458
31	('giant', 'female')	0.2947766011953354	('giant', 'foot')	0.1002030551433563
32	('controller', 'craftsman')	0.22131672501564026	('controller', 'essays')	-0.096323366910219193
33	('poets', 'sardines')	0.1944892257452011	('poets', 'honour')	0.2740374207496643
34	('youths', 'purist')	0.39763671875	('youths', 'fashion')	0.15258482098579407
35	('instructor', 'police')	0.3404262661933899	('instructor', 'departure')	0.20471753180027008
36	('graduate', 'farmer')	0.16942480206489563	('graduate', 'plane')	-0.30815389454364777
37	('dancers', 'sea')	-0.09345638006925583	('dancers', 'arcades')	0.13407407701015472
38	('suffrage', 'cosmology')	0.05057641863822937	('suffrage', 'peoples')	0.00389358311891556
39	('definition', 'protest')	-0.00091521590948105	('definition', 'fish')	-0.09433623403310776
40	('portrait', 'status')	-0.029607921838760376	('portrait', 'commentators')	-0.12859132885932922
41	('timber', 'formation')	0.12145603448152542	('timber', 'partner')	-0.028286222368478775
42	('chronicle', 'vectors')	-0.2460966259241104	('chronicle', 'communists')	-0.0801338478922844
43	('policies', 'panel')	0.09502386301755905	('policies', 'peasant')	0.17332229018211365
44	('discrimination', 'money')	0.2913396954536438	('discrimination', 'master')	-0.07788842916488647
45	('management', 'developments')	0.18021905422210693	('management', 'mother')	-0.20919053256511688
46	('coal', 'octave')	-0.009806577116250992	('coal', 'dolphin')	0.29826122522354126
47	('names', 'stick')	-0.0012230128049850464	('names', 'sons')	0.28129395842552185
48	('thesis', 'boards')	0.10799719393253326	('thesis', 'wife')	0.22581544518470764
49	('chambers', 'pans')	0.2531059682369232	('chambers', 'veterans')	0.04756968468427658
50	('corruption', 'suffrage')	0.23271030187606812	('corruption', 'dealer')	-0.05057590454816818
51	('specimen', 'wakefulness')	0.12889063358306885	('specimen', 'tiger')	0.29020076990127563
52	('engraving', 'class')	-0.0383513979613781	('engraving', 'neighbor')	0.15674138069152832
53	('outrages', 'menu')	0.03985930234193802	('outrages', 'lifeguard')	0.5801933407783508
54	('contentment', 'appointment')	0.05105174332857132	('contentment', 'sociologist')	0.4162401556968689
55	('meantime', 'lips')	0.06904585659503937	('meantime', 'sinner')	0.27700644731521606
56	('siren', 'lemon')	0.44906798005104065	('siren', 'postmaster')	0.5223082900047302
57	('helicopter', 'findings')	-0.20193395018577576	('helicopter', 'developer')	0.0875934287905693
58	('application', 'existence')	0.3159056305885315	('application', 'amateur')	0.16205720603466034
59	('orchestra', 'country')	-0.009493477642536163	('orchestra', 'senator')	0.07263287156820297
60	('agreement', 'limit')	0.21394842863082886	('agreement', 'liberals')	0.25380077958106995
61	('defeats', 'criterion')	-0.23879899084568024	('defeats', 'merchants')	0.27624499797821045
62	('sequence', 'lingerie')	-0.09493520855903625	('sequence', 'intruders')	0.02614283375442028
63	('hope', 'press')	0.1596442312002182	('hope', 'cobbler')	0.07918249070644379
64	('game', 'risk')	0.124471515417099	('game', 'reporter')	0.0928356796503067
65	('cigarette', 'lounge')	0.5068938732147217	('cigarette', 'owner')	0.29600825905799866
66	('handwriting', 'music')	0.16298741102218628	('handwriting', 'millionaire')	0.06268643587827682
67	('benefits', 'month')	0.0023996569216251373	('benefits', 'princess')	-0.3205602169036865
68	('night', 'airplane')	0.2565108835697174	('night', 'pianist')	0.028893154114484787
69	('winter', 'town')	0.2345460057258606	('winter', 'planner')	-0.09815961122512817
70	('taint', 'membrane')	0.11485212296247482	('taint', 'civilian')	-0.08046840876340866
71	('access', 'explorations')	0.063564732670784	('access', 'analyst')	3.306940197944641e-05
72	('milligrams', 'tape')	0.14635257422924042	('milligrams', 'planters')	0.09720401465892792
73	('beginning', 'ear')	-0.03927243500947952	('beginning', 'champions')	0.21514077484607697
